"","WID","Filename","p","S_G","T","g","V","C","R_SD"
"514",514,"Sim_514_.csv",0.217,3.2675,177.583333333333,0.2595,4.8632,2.36125,2.95370833333333
"515",515,"Sim_515_.csv",-2.799,1.86916666666667,647.05,0.435166666666667,0.7592,2.87875,2.443125
"516",516,"Sim_516_.csv",-1.511,2.19416666666667,781.916666666667,0.346833333333333,4.6328,7.56625,1.329375
"517",517,"Sim_517_.csv",-2.053,2.91583333333333,424.45,0.381166666666667,3.7992,3.37625,1.070875
"518",518,"Sim_518_.csv",1.119,4.03083333333333,435.183333333333,0.0838333333333333,0.6728,4.35625,1.71620833333333
"519",519,"Sim_519_.csv",1.559,0.209166666666667,721.95,0.1835,4.7272,3.24375,2.363375
"520",520,"Sim_520_.csv",-1.283,1.29583333333333,742.016666666667,0.4335,3.4888,2.39875,2.81804166666667
"521",521,"Sim_521_.csv",-0.209,0.9325,657.083333333333,0.9355,2.8328,1.10125,1.997625
"522",522,"Sim_522_.csv",0.189,2.54916666666667,378.016666666667,0.9785,2.7352,5.78125,2.54395833333333
"523",523,"Sim_523_.csv",2.415,3.0525,272.316666666667,0.0998333333333333,3.1352,5.20625,2.071875
"524",524,"Sim_524_.csv",1.941,1.41916666666667,284.683333333333,0.869166666666667,0.5544,3.52375,1.81429166666667
"525",525,"Sim_525_.csv",-2.905,3.49916666666667,254.583333333333,0.3535,4.7944,7.84375,0.755541666666667
"526",526,"Sim_526_.csv",0.101,0.675833333333333,624.65,0.278833333333333,2.1,4.49375,1.83904166666667
"527",527,"Sim_527_.csv",2.007,2.2475,310.816666666667,0.396166666666667,2.5992,1.01125,1.65570833333333
"528",528,"Sim_528_.csv",2.005,3.30416666666667,671.783333333333,0.144166666666667,1.1064,5.38625,1.609875
"529",529,"Sim_529_.csv",0.353000000000001,0.940833333333333,116.216666666667,0.652833333333333,0.5928,2.30375,2.58429166666667
"530",530,"Sim_530_.csv",-1.171,4.41583333333333,648.216666666667,0.442166666666667,2.0536,4.93375,1.18545833333333
"531",531,"Sim_531_.csv",-2.493,2.45416666666667,747.616666666667,0.1805,4.9624,2.35625,2.784125
"532",532,"Sim_532_.csv",1.449,1.00416666666667,419.316666666667,0.9335,2.3656,6.02125,2.75204166666667
"533",533,"Sim_533_.csv",-2.377,3.2825,132.083333333333,0.633833333333333,3.1448,7.76375,0.929708333333333
"534",534,"Sim_534_.csv",1.301,2.6475,477.416666666667,0.1165,3.4312,7.03625,1.172625
"535",535,"Sim_535_.csv",-1.479,1.53083333333333,316.883333333333,0.798833333333333,3.5416,2.62875,1.098375
"536",536,"Sim_536_.csv",-1.379,3.8025,172.916666666667,0.309166666666667,4.964,5.20375,1.88120833333333
"537",537,"Sim_537_.csv",-1.497,0.674166666666667,293.783333333333,0.719166666666667,0.4008,3.46125,2.56504166666667
"538",538,"Sim_538_.csv",-2.651,4.42916666666667,776.783333333333,0.185833333333333,3.2744,1.04625,0.953541666666667
"539",539,"Sim_539_.csv",-2.513,0.499166666666667,318.05,0.0471666666666667,3.2104,0.66375,2.75570833333333
"540",540,"Sim_540_.csv",1.953,2.70916666666667,343.25,0.0155,1.9144,5.18625,0.970041666666667
"541",541,"Sim_541_.csv",-2.171,3.3675,573.083333333333,0.6505,4.276,4.72125,2.685125
"542",542,"Sim_542_.csv",-0.947,3.73916666666667,630.25,0.955833333333333,2.2712,6.43625,0.545625
"543",543,"Sim_543_.csv",-1.343,4.39083333333333,527.116666666667,0.949833333333333,1.2696,1.66375,0.409041666666667
"544",544,"Sim_544_.csv",2.301,1.9575,413.716666666667,0.9225,3.9896,5.66875,0.475041666666667
"545",545,"Sim_545_.csv",-2.367,1.99416666666667,528.283333333333,0.4685,1.7624,3.83875,0.279791666666667
"546",546,"Sim_546_.csv",0.701,0.310833333333333,424.916666666667,0.502166666666667,2.0488,1.07875,0.354041666666667
"547",547,"Sim_547_.csv",-1.661,3.3025,169.416666666667,0.104166666666667,3.3,1.49375,2.49904166666667
"548",548,"Sim_548_.csv",0.603,0.854166666666667,799.65,0.871833333333333,0.6616,5.09625,2.87120833333333
"549",549,"Sim_549_.csv",-2.209,0.719166666666667,158.216666666667,0.393833333333333,1.3592,5.94125,0.682208333333333
"550",550,"Sim_550_.csv",-0.365,1.6075,658.483333333333,0.0458333333333333,1.2248,2.24375,2.93170833333333
"551",551,"Sim_551_.csv",-1.585,1.4075,238.95,0.579166666666667,1.5192,1.71125,1.88945833333333
"552",552,"Sim_552_.csv",2.287,0.170833333333333,150.516666666667,0.597166666666667,4.8728,1.54625,0.877458333333333
"553",553,"Sim_553_.csv",0.147,3.3225,262.983333333333,0.1315,1.1896,5.78375,0.662958333333333
"554",554,"Sim_554_.csv",0.285,4.08583333333333,775.85,0.4835,2.6024,3.93375,2.225875
"555",555,"Sim_555_.csv",2.971,3.48916666666667,284.916666666667,0.8895,3.3944,2.24125,2.31845833333333
"556",556,"Sim_556_.csv",-2.345,3.3375,510.783333333333,0.226166666666667,2.916,6.15625,2.73829166666667
"557",557,"Sim_557_.csv",1.847,2.0825,501.45,0.6345,4.1688,3.24125,0.536458333333333
"558",558,"Sim_558_.csv",2.555,3.57083333333333,407.883333333333,0.392166666666667,0.644,5.69125,2.80429166666667
"559",559,"Sim_559_.csv",0.0529999999999999,0.794166666666667,748.316666666667,0.656166666666667,3.8296,1.45625,1.480625
"560",560,"Sim_560_.csv",2.581,0.869166666666667,399.716666666667,0.449833333333333,1.7448,2.73875,1.21754166666667
"561",561,"Sim_561_.csv",2.741,1.3275,184.116666666667,0.808166666666667,0.204,4.93625,2.33129166666667
"562",562,"Sim_562_.csv",-1.507,1.1375,551.383333333333,0.1215,4.716,4.06875,1.41095833333333
"563",563,"Sim_563_.csv",0.637,2.63416666666667,160.316666666667,0.9445,2.548,1.73375,2.62004166666667
"564",564,"Sim_564_.csv",1.425,3.2775,261.583333333333,0.236833333333333,1.46,5.59625,2.60170833333333
"565",565,"Sim_565_.csv",-0.507,1.82083333333333,258.783333333333,0.9455,2.2504,7.38375,0.299958333333333
"566",566,"Sim_566_.csv",-2.975,2.60083333333333,286.55,0.340833333333333,4.4264,3.71375,2.93904166666667
"567",567,"Sim_567_.csv",-1.609,0.455833333333333,287.95,0.1355,0.228,3.91125,0.879291666666667
"568",568,"Sim_568_.csv",0.617,4.14083333333333,108.283333333333,0.400833333333333,3.2296,0.94375,2.792375
"569",569,"Sim_569_.csv",1.097,2.9125,513.35,0.271833333333333,3.7192,5.06125,0.502541666666667
"570",570,"Sim_570_.csv",-0.673,0.5975,317.816666666667,0.375166666666667,4.6392,2.39375,0.289875
"571",571,"Sim_571_.csv",-2.599,0.7175,256.216666666667,0.226833333333333,2.0904,6.26875,1.55579166666667
"572",572,"Sim_572_.csv",-2.369,3.43416666666667,352.583333333333,0.290166666666667,4.2488,1.85875,0.398958333333333
"573",573,"Sim_573_.csv",-1.431,3.99416666666667,100.816666666667,0.0325,3.6792,1.51375,1.90595833333333
"574",574,"Sim_574_.csv",2.129,1.74916666666667,661.516666666667,0.1965,4.8264,0.92125,0.690458333333333
"575",575,"Sim_575_.csv",1.045,0.594166666666667,699.55,0.9125,4.1736,2.57125,0.677625
"576",576,"Sim_576_.csv",2.759,1.2125,620.216666666667,0.644166666666667,4.42,3.21625,2.27079166666667
"577",577,"Sim_577_.csv",-2.615,2.7425,701.883333333333,0.113833333333333,1.3144,1.13125,2.97020833333333
"578",578,"Sim_578_.csv",-0.207,0.8175,407.416666666667,0.306833333333333,2.0408,3.79125,2.37804166666667
"579",579,"Sim_579_.csv",-0.315,1.1275,598.283333333333,0.1675,2.6632,1.87125,1.158875
"580",580,"Sim_580_.csv",1.507,0.924166666666667,267.416666666667,0.673166666666667,2.1448,2.28125,0.382458333333333
"581",581,"Sim_581_.csv",1.315,0.505833333333333,290.516666666667,0.300166666666667,1.9816,4.97625,0.442958333333333
"582",582,"Sim_582_.csv",-0.633,2.03416666666667,467.85,0.0475,0.6328,4.22875,0.657458333333333
"583",583,"Sim_583_.csv",1.189,3.0975,359.116666666667,0.8365,1.7512,4.60125,0.435625
"584",584,"Sim_584_.csv",2.459,0.355833333333333,716.116666666667,0.286833333333333,4.1976,2.96375,0.830708333333333
"585",585,"Sim_585_.csv",0.195,1.6425,217.95,0.0741666666666667,3.9176,1.44625,0.749125
"586",586,"Sim_586_.csv",2.397,2.55916666666667,385.483333333333,0.775166666666667,2.3544,5.28125,2.74379166666667
"587",587,"Sim_587_.csv",-0.0369999999999999,0.2375,182.25,0.4505,1.2888,6.92875,0.732625
"588",588,"Sim_588_.csv",2.679,1.75583333333333,210.716666666667,0.5905,4.1752,2.63625,1.62270833333333
"589",589,"Sim_589_.csv",-0.359,2.31416666666667,458.283333333333,0.978166666666667,3.4392,5.77875,2.308375
"590",590,"Sim_590_.csv",-2.039,2.36416666666667,762.783333333333,0.243833333333333,0.4184,6.38875,1.42195833333333
"591",591,"Sim_591_.csv",0.921,0.125833333333333,435.883333333333,0.784166666666667,4.8248,2.27625,1.758375
"592",592,"Sim_592_.csv",-1.981,1.68083333333333,466.683333333333,0.818833333333333,4.2824,2.95875,0.428291666666667
"593",593,"Sim_593_.csv",2.325,2.45583333333333,276.516666666667,0.529833333333333,1.0216,2.89375,2.465125
"594",594,"Sim_594_.csv",1.093,3.46583333333333,305.916666666667,0.205166666666667,4.292,5.05375,2.641125
"595",595,"Sim_595_.csv",0.131,1.0775,797.783333333333,0.295833333333333,1.8808,1.36875,2.85929166666667
"596",596,"Sim_596_.csv",0.435,0.734166666666667,117.15,0.2125,1.1336,0.91125,2.98854166666667
"597",597,"Sim_597_.csv",-1.529,1.26083333333333,630.016666666667,0.3045,0.3656,1.41875,2.08379166666667
"598",598,"Sim_598_.csv",-1.759,1.9875,240.816666666667,0.957166666666667,3.388,4.19875,1.90504166666667
"599",599,"Sim_599_.csv",-1.055,2.63916666666667,708.416666666667,0.329166666666667,3.7608,5.97375,1.85004166666667
"600",600,"Sim_600_.csv",2.767,1.47916666666667,472.05,0.181833333333333,0.8008,6.79625,1.86379166666667
"601",601,"Sim_601_.csv",-0.239,1.70083333333333,332.983333333333,0.0255,0.8744,2.78125,1.04154166666667
"602",602,"Sim_602_.csv",-0.725,1.9325,434.95,0.9555,0.3944,5.52625,0.462208333333333
"603",603,"Sim_603_.csv",1.797,1.9925,365.65,0.7925,3.3576,4.16375,1.11945833333333
"604",604,"Sim_604_.csv",1.157,0.625833333333333,739.916666666667,0.480166666666667,3.8424,2.29875,1.703375
"605",605,"Sim_605_.csv",-0.455,3.37583333333333,275.583333333333,0.7665,2.0664,2.89875,0.303625
"606",606,"Sim_606_.csv",-0.0829999999999997,0.2325,792.416666666667,0.347833333333333,3.628,3.25625,0.926958333333333
"607",607,"Sim_607_.csv",-0.249,3.11583333333333,623.716666666667,0.851166666666667,1.0232,4.52375,1.44854166666667
"608",608,"Sim_608_.csv",-0.369,4.06916666666667,735.016666666667,0.389166666666667,1.364,1.31125,0.908625
"609",609,"Sim_609_.csv",-1.881,3.65916666666667,557.216666666667,0.360166666666667,1.4936,4.67875,2.04070833333333
"610",610,"Sim_610_.csv",-0.0309999999999997,2.0575,152.85,0.1385,1.7496,1.64625,2.85470833333333
"611",611,"Sim_611_.csv",-0.545,4.91416666666667,749.95,0.6245,2.2488,2.57625,0.489708333333333
"612",612,"Sim_612_.csv",1.649,2.57916666666667,384.316666666667,0.150166666666667,1.7176,1.23625,2.357875
"613",613,"Sim_613_.csv",2.327,2.51416666666667,595.016666666667,0.975833333333333,1.5944,1.28375,2.67870833333333
"614",614,"Sim_614_.csv",-1.889,2.10416666666667,395.516666666667,0.5445,0.4872,1.61375,1.337625
"615",615,"Sim_615_.csv",-0.549,2.54583333333333,672.483333333333,0.302833333333333,0.54,6.53875,1.13595833333333
"616",616,"Sim_616_.csv",-1.033,2.1675,756.716666666667,0.357166666666667,2.5592,6.94875,1.48520833333333
"617",617,"Sim_617_.csv",-1.701,4.94916666666667,683.45,0.1595,1.7992,5.52125,2.385375
"618",618,"Sim_618_.csv",-0.243,4.53916666666667,362.85,0.833833333333333,2.308,1.62125,2.54945833333333
"619",619,"Sim_619_.csv",-2.579,2.24583333333333,269.75,0.7255,0.4456,5.43625,2.34779166666667
"620",620,"Sim_620_.csv",2.269,0.664166666666667,548.35,0.2065,1.8136,6.20875,0.444791666666667
"621",621,"Sim_621_.csv",-1.365,0.474166666666667,512.883333333333,0.4125,1.7544,1.42375,0.359541666666667
"622",622,"Sim_622_.csv",-1.181,1.94416666666667,515.916666666667,0.692833333333333,1.8952,1.58625,1.56954166666667
"623",623,"Sim_623_.csv",2.451,4.47083333333333,624.883333333333,0.139166666666667,3.0872,3.68875,1.029625
"624",624,"Sim_624_.csv",1.477,1.13583333333333,495.383333333333,0.569166666666667,2.0616,6.47125,0.909541666666667
"625",625,"Sim_625_.csv",2.623,0.0875,635.383333333333,0.858833333333333,1.356,3.51375,2.25245833333333
"626",626,"Sim_626_.csv",0.869,1.68916666666667,724.516666666667,0.202166666666667,3.3768,4.13875,0.607958333333333
"627",627,"Sim_627_.csv",1.717,1.62583333333333,492.816666666667,0.734166666666667,3.292,5.43125,1.63920833333333
"628",628,"Sim_628_.csv",-2.113,4.19916666666667,591.983333333333,0.574833333333333,4.7112,3.17125,2.808875
"629",629,"Sim_629_.csv",-0.0109999999999997,3.25083333333333,221.683333333333,0.969833333333333,1.676,4.58125,2.008625
"630",630,"Sim_630_.csv",2.875,0.395833333333333,483.483333333333,0.00716666666666667,3.7448,5.82375,2.86570833333333
"631",631,"Sim_631_.csv",-2.583,1.80583333333333,566.083333333333,0.653833333333333,0.5896,2.33875,0.619875
"632",632,"Sim_632_.csv",1.227,1.69416666666667,337.883333333333,0.5945,3.02,4.47375,0.584125
"633",633,"Sim_633_.csv",1.799,4.17583333333333,279.083333333333,0.3945,2.9736,2.77375,0.814208333333333
"634",634,"Sim_634_.csv",0.599,1.8825,138.15,0.0908333333333333,1.8712,1.69125,1.64195833333333
"635",635,"Sim_635_.csv",1.787,2.98916666666667,577.05,0.0368333333333333,3.932,3.86125,2.979375
"636",636,"Sim_636_.csv",-1.735,0.4675,587.083333333333,0.736833333333333,0.532,3.14125,1.824375
"637",637,"Sim_637_.csv",-2.363,1.6275,688.35,0.101166666666667,1.4472,5.65375,1.76204166666667
"638",638,"Sim_638_.csv",-0.691,2.39416666666667,352.816666666667,0.902166666666667,2.7992,5.40125,1.310125
"639",639,"Sim_639_.csv",2.173,3.0025,406.95,0.0478333333333333,0.6696,2.01625,0.731708333333333
"640",640,"Sim_640_.csv",-1.189,2.14416666666667,345.583333333333,0.5245,1.788,4.60875,1.85370833333333
"641",641,"Sim_641_.csv",-2.413,0.4225,749.25,0.794166666666667,3.2936,0.72875,1.076375
"642",642,"Sim_642_.csv",-1.407,2.92416666666667,301.483333333333,0.871166666666667,2.6104,7.19125,0.964541666666667
"643",643,"Sim_643_.csv",2.927,1.6775,679.716666666667,0.177166666666667,2.5032,5.04375,2.036125
"644",644,"Sim_644_.csv",-0.101,3.91083333333333,258.316666666667,0.1025,4.8376,6.61625,2.34870833333333
"645",645,"Sim_645_.csv",0.871,0.939166666666667,460.85,0.201833333333333,2.3848,7.10625,1.20104166666667
"646",646,"Sim_646_.csv",0.143,0.784166666666667,725.45,0.287833333333333,2.2376,6.05875,1.06445833333333
"647",647,"Sim_647_.csv",1.651,2.81583333333333,440.083333333333,0.388166666666667,1.0136,0.87125,2.50179166666667
"648",648,"Sim_648_.csv",-0.509,2.89916666666667,740.15,0.583166666666667,3.7224,6.37125,2.62554166666667
"649",649,"Sim_649_.csv",-1.079,0.0925,705.15,0.5685,2.2264,6.28125,0.629958333333333
"650",650,"Sim_650_.csv",2.913,4.66583333333333,660.583333333333,0.488833333333333,4.7544,3.19875,0.855458333333333
"651",651,"Sim_651_.csv",-1.513,0.0175,142.583333333333,0.407166666666667,2.0952,7.40125,0.650125
"652",652,"Sim_652_.csv",2.525,1.87083333333333,421.883333333333,0.253833333333333,3.2984,6.04875,0.864625
"653",653,"Sim_653_.csv",1.839,1.4975,587.783333333333,0.497166666666667,3.5272,3.54875,0.420958333333333
"654",654,"Sim_654_.csv",-0.291,3.33583333333333,676.916666666667,0.2495,3.516,5.23375,1.535625
"655",655,"Sim_655_.csv",-2.841,1.35416666666667,655.916666666667,0.751166666666667,1.2328,6.69625,2.73370833333333
"656",656,"Sim_656_.csv",0.825,1.51583333333333,109.45,0.631833333333333,0.716,6.37375,2.880375
"657",657,"Sim_657_.csv",1.933,1.67416666666667,686.95,0.3735,1.7864,6.22625,2.93445833333333
"658",658,"Sim_658_.csv",1.515,1.89083333333333,412.783333333333,0.473166666666667,1.4824,6.66875,0.272458333333333
"659",659,"Sim_659_.csv",2.275,0.605833333333333,130.45,0.232166666666667,0.3432,3.13625,1.607125
"660",660,"Sim_660_.csv",0.215,4.07916666666667,744.35,0.196166666666667,2.004,0.55875,0.446625
"661",661,"Sim_661_.csv",1.357,3.41583333333333,105.483333333333,0.0628333333333333,4.0648,0.75125,2.236875
"662",662,"Sim_662_.csv",0.395,2.6975,342.316666666667,0.966833333333333,1.2344,4.73375,2.23229166666667
"663",663,"Sim_663_.csv",2.621,3.8725,314.083333333333,0.1605,4.5096,3.86875,1.61904166666667
"664",664,"Sim_664_.csv",-0.427,4.5925,497.25,0.3195,0.9432,6.86375,1.94170833333333
"665",665,"Sim_665_.csv",-1.101,1.35083333333333,630.483333333333,0.712833333333333,2.228,2.73375,2.75754166666667
"666",666,"Sim_666_.csv",-1.065,1.51083333333333,264.383333333333,0.0828333333333333,2.1592,7.37125,0.460375
"667",667,"Sim_667_.csv",-0.797,3.68416666666667,722.416666666667,0.551833333333333,2.6568,7.47125,2.10670833333333
"668",668,"Sim_668_.csv",-0.177,2.81916666666667,541.583333333333,0.370166666666667,4.5,2.02375,1.83995833333333
"669",669,"Sim_669_.csv",1.371,0.394166666666667,195.316666666667,0.292833333333333,0.5944,7.85875,2.67595833333333
"670",670,"Sim_670_.csv",-1.613,4.7675,239.65,0.602166666666667,2.9928,6.73625,2.863875
"671",671,"Sim_671_.csv",2.911,2.30416666666667,612.05,0.0261666666666667,1.8968,3.73625,1.70154166666667
"672",672,"Sim_672_.csv",-2.063,1.14416666666667,302.65,0.255166666666667,4.14,0.52375,0.394375
"673",673,"Sim_673_.csv",-0.527,2.74583333333333,356.083333333333,0.8105,3.3912,5.66125,2.027875
"674",674,"Sim_674_.csv",0.0910000000000002,0.1075,403.216666666667,0.740833333333333,1.444,5.50125,1.530125
"675",675,"Sim_675_.csv",-0.967,4.40083333333333,479.75,0.125166666666667,3.1144,4.64875,0.709708333333333
"676",676,"Sim_676_.csv",0.457,0.1225,273.016666666667,0.244833333333333,3.0504,6.64875,1.01129166666667
"677",677,"Sim_677_.csv",-2.527,2.1075,419.083333333333,0.0751666666666667,0.4408,6.23125,2.02054166666667
"678",678,"Sim_678_.csv",1.293,1.70416666666667,421.416666666667,0.697166666666667,2.3352,0.98625,1.835375
"679",679,"Sim_679_.csv",-2.155,1.19583333333333,554.65,0.765833333333333,1.4504,3.60875,1.84729166666667
"680",680,"Sim_680_.csv",2.883,2.87416666666667,377.316666666667,0.0288333333333333,2.0472,3.45125,0.361375
"681",681,"Sim_681_.csv",-2.013,3.11083333333333,633.283333333333,0.6545,3.2216,2.04375,2.86754166666667
"682",682,"Sim_682_.csv",-1.667,4.05416666666667,171.75,0.277166666666667,2.9608,6.97625,1.14970833333333
"683",683,"Sim_683_.csv",-1.553,4.22083333333333,370.316666666667,0.117833333333333,2.2952,1.00625,0.358625
"684",684,"Sim_684_.csv",1.731,4.36083333333333,348.616666666667,0.923166666666667,2.62,7.29875,2.64754166666667
"685",685,"Sim_685_.csv",2.347,2.89416666666667,299.616666666667,0.162166666666667,1.0712,7.32625,2.63745833333333
"686",686,"Sim_686_.csv",-2.109,4.0975,157.516666666667,0.5335,1.1496,6.51875,1.22670833333333
"687",687,"Sim_687_.csv",1.059,1.98583333333333,443.816666666667,0.655833333333333,4.2744,7.26875,1.348625
"688",688,"Sim_688_.csv",1.729,4.3175,544.85,0.0418333333333333,3.8184,0.82875,2.052625
"689",689,"Sim_689_.csv",-2.083,0.180833333333333,181.55,0.0465,3.5928,5.58125,0.673041666666667
"690",690,"Sim_690_.csv",1.345,0.164166666666667,702.816666666667,0.5775,1.3896,6.97125,2.49445833333333
"691",691,"Sim_691_.csv",-0.867,4.52916666666667,465.05,0.461166666666667,1.7208,7.16875,1.213875
"692",692,"Sim_692_.csv",0.429,2.78083333333333,420.016666666667,0.229833333333333,3.1528,1.26375,0.499791666666667
"693",693,"Sim_693_.csv",2.469,4.5675,200.45,0.5595,4.7304,1.16375,2.19104166666667
"694",694,"Sim_694_.csv",0.805,4.71583333333333,749.716666666667,0.6875,4.2568,4.54125,2.96654166666667
"695",695,"Sim_695_.csv",-2.803,1.37916666666667,592.916666666667,0.8675,4.82,0.73875,0.670291666666667
"696",696,"Sim_696_.csv",1.901,4.14416666666667,246.416666666667,0.594166666666667,3.2136,7.62125,2.53570833333333
"697",697,"Sim_697_.csv",2.627,4.77083333333333,606.45,0.829833333333333,2.7176,3.07375,0.618041666666667
"698",698,"Sim_698_.csv",0.0930000000000004,0.819166666666667,769.083333333333,0.430166666666667,0.564,4.91625,2.30654166666667
"699",699,"Sim_699_.csv",-2.189,0.744166666666667,678.55,0.785833333333333,1.988,0.69375,2.250625
"700",700,"Sim_700_.csv",-1.705,4.0525,355.15,0.2975,1.7912,4.98125,2.87304166666667
"701",701,"Sim_701_.csv",-0.791,2.6375,571.45,0.7315,2.8008,2.30875,0.878375
"702",702,"Sim_702_.csv",0.525,4.49916666666667,703.283333333333,0.4755,0.3544,1.58125,0.294458333333333
"703",703,"Sim_703_.csv",-0.555,3.18416666666667,782.616666666667,0.323833333333333,1.4216,2.71375,2.987625
"704",704,"Sim_704_.csv",-2.445,2.6175,429.816666666667,0.680833333333333,3.2568,0.90875,2.73279166666667
"705",705,"Sim_705_.csv",-0.163,1.23916666666667,319.216666666667,0.131833333333333,2.7592,6.85375,2.888625
"706",706,"Sim_706_.csv",1.251,1.41083333333333,752.75,0.8285,2.668,7.08625,2.90145833333333
"707",707,"Sim_707_.csv",-1.159,0.544166666666667,129.516666666667,0.2225,0.2856,4.40125,1.03145833333333
"708",708,"Sim_708_.csv",2.467,2.87083333333333,209.783333333333,0.424166666666667,2.58,6.22875,2.701625
"709",709,"Sim_709_.csv",0.797,2.75083333333333,217.483333333333,0.559166666666667,4.4632,3.43625,2.71354166666667
"710",710,"Sim_710_.csv",2.097,0.255833333333333,409.75,0.7345,2.5112,2.80375,2.03704166666667
"711",711,"Sim_711_.csv",0.333,2.5575,337.416666666667,0.0761666666666667,4.7128,1.72875,2.45779166666667
"712",712,"Sim_712_.csv",-2.923,3.02416666666667,423.283333333333,0.9155,2.1096,3.79375,2.852875
"713",713,"Sim_713_.csv",-2.205,0.6925,150.983333333333,0.894166666666667,3.484,4.90625,0.891208333333333
"714",714,"Sim_714_.csv",2.473,2.64916666666667,406.016666666667,0.776166666666667,2.1144,2.96625,2.220375
"715",715,"Sim_715_.csv",1.139,1.8025,552.783333333333,0.884166666666667,4.2152,5.16375,2.176375
"716",716,"Sim_716_.csv",1.457,2.28416666666667,644.016666666667,0.862166666666667,2.5736,3.09125,2.602625
"717",717,"Sim_717_.csv",0.597,2.98083333333333,270.45,0.8055,0.5048,7.72125,1.41279166666667
"718",718,"Sim_718_.csv",2.745,4.7625,357.483333333333,0.1645,0.5848,7.13625,2.14795833333333
"719",719,"Sim_719_.csv",-2.795,0.269166666666667,781.45,0.868166666666667,1.604,1.88875,0.534625
"720",720,"Sim_720_.csv",0.919,4.06083333333333,274.416666666667,0.833166666666667,1.1832,1.24625,0.766541666666667
"721",721,"Sim_721_.csv",-0.495,0.8225,559.083333333333,0.963166666666667,0.2552,5.89625,1.585125
"722",722,"Sim_722_.csv",-0.0270000000000001,2.86916666666667,227.983333333333,0.572833333333333,2.7864,7.30875,2.14429166666667
"723",723,"Sim_723_.csv",-1.599,2.7825,225.416666666667,0.3895,4.5704,4.60375,1.98570833333333
"724",724,"Sim_724_.csv",1.935,2.31083333333333,133.016666666667,0.228833333333333,3.5768,4.74875,2.28179166666667
"725",725,"Sim_725_.csv",-2.029,2.4025,615.316666666667,0.9885,0.4728,3.34625,1.12770833333333
"726",726,"Sim_726_.csv",0.887,3.65583333333333,329.95,0.326166666666667,4.972,4.86125,1.700625
"727",727,"Sim_727_.csv",0.125,3.8875,150.75,0.514166666666667,2.9256,2.82875,1.50079166666667
"728",728,"Sim_728_.csv",-2.565,4.72416666666667,290.05,0.307166666666667,4.6552,4.08125,1.796875
"729",729,"Sim_729_.csv",0.229,0.964166666666667,567.25,0.9875,2.716,6.73375,2.608125
"730",730,"Sim_730_.csv",-2.867,3.79916666666667,172.45,0.298833333333333,3.8552,7.98625,2.698875
"731",731,"Sim_731_.csv",1.003,4.64583333333333,414.883333333333,0.7435,3.3432,6.74875,2.162625
"732",732,"Sim_732_.csv",-0.905,3.26416666666667,715.883333333333,0.910166666666667,4.9336,7.02125,1.989375
"733",733,"Sim_733_.csv",2.661,1.4475,626.05,0.6475,4.3848,0.91875,0.281625
"734",734,"Sim_734_.csv",1.225,1.20083333333333,451.283333333333,0.189833333333333,2.7304,6.10875,2.93354166666667
"735",735,"Sim_735_.csv",-2.689,3.2175,402.05,0.634833333333333,0.2152,7.17875,0.342125
"736",736,"Sim_736_.csv",-2.339,4.1625,471.583333333333,0.0415,2.4312,6.57625,0.579541666666667
"737",737,"Sim_737_.csv",0.775,3.82416666666667,114.35,0.1535,3.0632,2.91625,2.08104166666667
"738",738,"Sim_738_.csv",2.463,1.92916666666667,301.25,0.231166666666667,0.8968,5.92875,2.24329166666667
"739",739,"Sim_739_.csv",-0.671,4.86083333333333,606.916666666667,0.9265,2.5176,2.67375,0.945291666666667
"740",740,"Sim_740_.csv",-0.661,0.425833333333333,290.75,0.0108333333333333,0.7928,7.70875,0.752791666666667
"741",741,"Sim_741_.csv",-2.283,4.6475,560.016666666667,0.513833333333333,2.4024,2.91875,0.504375
"742",742,"Sim_742_.csv",2.445,1.04916666666667,150.283333333333,0.4675,0.236,5.87625,1.205625
"743",743,"Sim_743_.csv",1.769,0.679166666666667,272.55,0.1365,0.612,2.66125,2.00770833333333
"744",744,"Sim_744_.csv",0.561,0.5525,625.35,0.9985,3.9752,2.69125,0.360458333333333
"745",745,"Sim_745_.csv",-2.245,4.10916666666667,322.716666666667,0.7705,0.8856,5.03625,2.82079166666667
"746",746,"Sim_746_.csv",1.811,2.18583333333333,531.55,0.512833333333333,2.084,5.60375,0.482375
"747",747,"Sim_747_.csv",2.331,1.81916666666667,789.85,0.774833333333333,4.6008,7.90125,2.643875
"748",748,"Sim_748_.csv",-0.809,3.10416666666667,167.55,0.0855,3.6024,7.58125,2.663125
"749",749,"Sim_749_.csv",1.601,1.7625,502.15,0.490833333333333,2.9176,2.98375,1.593375
"750",750,"Sim_750_.csv",0.595000000000001,4.47583333333333,312.683333333333,0.3205,4.0904,4.77625,0.839875
"751",751,"Sim_751_.csv",-1.127,1.13083333333333,549.983333333333,0.844166666666667,2.2424,7.59375,1.43204166666667
"752",752,"Sim_752_.csv",-2.901,4.5625,409.283333333333,0.365166666666667,4.5528,1.74625,2.352375
"753",753,"Sim_753_.csv",-1.259,1.32416666666667,776.55,0.215166666666667,4.0152,6.26625,1.68870833333333
"754",754,"Sim_754_.csv",0.357,1.5625,601.316666666667,0.311833333333333,3.1544,6.88625,1.33120833333333
"755",755,"Sim_755_.csv",2.857,4.68916666666667,315.95,0.227166666666667,3.5176,0.87875,0.849958333333333
